Serial Number,CountAbsence,DaysAbsenceAvg,Leave,MonthPerLoan,CountLoan,Year Counts,AllCounts,Last Duration,NumCer,LastDuration,AttendCount,MaxLevel,Other,EDU,BUSINESS,Finance,ENG_IND,Law,COM,Science,ENG_PET/CHEM,ENG_COM/ELEC,CHEM,ENG_CIVIL,Social,Languages,ENG_OTHER,ENG_CHEM,ENG_ENV,Inst,Hire type,Source,WorkDuration
3225,17.3,1.3410404624277457,0.0,81.0,1.0,,,,2.0,8.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,10.0
3226,7.8,1.1025641025641026,0.0,14.5,2.0,2.0,5.0,8.0,2.0,8.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,10.0
3227,5.625,1.5777777777777777,1.0,,,1.0,2.0,5.0,2.0,5.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,8.0
3228,0.0,1.0,1.0,,,,,,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,0.0
3229,0.0,0.0,1.0,,,,,,2.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,0.0
3230,11.1,2.09009009009009,0.0,,,,,,2.0,15.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Experienced Hire,Agency,10.0
3231,11.333333333333334,1.1470588235294117,1.0,,,1.0,3.0,1.0,2.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,3.0
3232,3.7,3.7837837837837838,0.0,,,,,,1.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3233,1.6666666666666667,1.0,1.0,,,,,,2.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Referral,3.0
3234,15.25,1.3770491803278688,1.0,,,,,,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,,4.0
3235,5.333333333333333,1.7291666666666667,1.0,,,1.0,4.0,6.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,9.0
3236,10.1,1.1782178217821782,0.0,,,1.0,2.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,10.0
3237,1.0,1.0,1.0,,,,,,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,1.0
3238,7.6,1.7763157894736843,0.0,100.0,1.0,,,,1.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Experienced Hire,Referral,10.0
3239,7.666666666666667,1.0869565217391304,1.0,,,,,,1.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,3.0
3240,2.0,1.0,1.0,,,,,,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,1.0
3241,4.4,1.2272727272727273,0.0,53.0,2.0,,,,3.0,11.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3242,6.2,1.4838709677419355,1.0,,,,,,2.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,5.0
3243,6.666666666666667,2.65,1.0,,,,,,1.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,3.0
3244,9.666666666666666,1.471264367816092,1.0,,,,,,1.0,12.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,9.0
3245,9.1,1.4835164835164836,0.0,94.0,1.0,,,,2.0,11.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,10.0
3246,9.555555555555555,2.36046511627907,1.0,61.0,1.0,,,,1.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,9.0
3247,0.0,3.0,1.0,,,,,,1.0,16.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,0.0
3248,0.0,0.0,1.0,,,,,,1.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,0.0
3249,14.625,1.188034188034188,1.0,65.0,1.0,2.0,5.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,8.0
3250,12.0,1.65,0.0,,,,,,3.0,8.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3251,17.0,1.0,1.0,,,2.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,1.0
3252,17.6,1.1818181818181819,0.0,101.0,1.0,,,,2.0,11.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Agency,10.0
3253,15.6,1.1538461538461537,1.0,,,1.0,6.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,5.0
3254,8.8,1.3181818181818181,1.0,,,2.0,3.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Website/Ads,5.0
3255,13.0,1.1923076923076923,1.0,,,,,,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,INST,Experienced Hire,Other,4.0
3256,0.0,0.0,1.0,,,,,,2.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,2.0
3257,1.0,8.0,1.0,,,,,,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,1.0
3258,8.8,1.2386363636363635,0.0,9.0,1.0,,,,1.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,10.0
3259,2.9,8.793103448275861,0.0,,,,,,1.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3260,5.25,1.4285714285714286,1.0,23.0,1.0,3.0,5.0,0.0,2.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,4.0
3261,0.0,0.0,1.0,,,,,,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,0.0
3262,3.6666666666666665,3.6363636363636362,1.0,7.0,1.0,,,,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,3.0
3263,16.0,1.23125,0.0,,,1.0,2.0,5.0,1.0,12.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3264,10.6,1.2075471698113207,1.0,,,1.0,1.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,5.0
3265,2.0,2.5,1.0,,,,,,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,1.0
3266,1.75,1.4285714285714286,1.0,,,,,,2.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Website/Ads,4.0
3267,15.5,2.532258064516129,1.0,,,1.0,3.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,8.0
3268,6.8,1.8529411764705883,0.0,104.0,1.0,,,,2.0,13.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3269,7.166666666666667,1.302325581395349,1.0,47.0,1.0,,,,2.0,8.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,6.0
3270,10.6,1.1886792452830188,1.0,,,,,,2.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,5.0
3271,10.8,1.2314814814814814,0.0,11.0,1.0,,,,1.0,13.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3272,2.75,1.3636363636363635,1.0,,,,,,2.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Campus/Fair,4.0
3273,8.0,1.78125,1.0,,,,,,2.0,10.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,8.0
3274,8.0,1.125,1.0,,,,,,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNIV,Inexperienced Hire,Referral,1.0
3275,0.0,0.0,1.0,,,,,,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,0.0
3276,7.4,7.378378378378378,0.0,1.0,1.0,,,,2.0,11.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3277,10.75,1.2790697674418605,1.0,,,,,,2.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,4.0
3278,7.0,1.2285714285714286,1.0,,,1.0,3.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Agency,5.0
3279,3.6666666666666665,2.3333333333333335,0.0,,,,,,2.0,6.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,9.0
3280,13.7,1.0437956204379562,0.0,,,,,,1.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COLL,Experienced Hire,Agency,10.0
3281,3.8,2.1052631578947367,1.0,,,,,,2.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNIV,Inexperienced Hire,Referral,5.0
3282,8.9,1.7865168539325842,0.0,,,,,,2.0,11.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3283,3.0,1.0,1.0,,,1.0,1.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SASI,Experienced Hire,Agency,1.0
3284,12.4,1.5483870967741935,1.0,,,,,,2.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,5.0
3285,11.3,2.0707964601769913,0.0,96.0,1.0,2.0,3.0,6.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Campus/Fair,10.0
3286,9.0,1.8888888888888888,1.0,,,,,,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNIV,Experienced Hire,Referral,1.0
3287,17.0,1.2352941176470589,1.0,,,,,,2.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,3.0
3288,11.4,1.3859649122807018,0.0,102.0,1.0,3.0,5.0,6.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,10.0
3289,12.333333333333334,1.027027027027027,1.0,27.0,1.0,1.0,4.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Referral,3.0
3290,8.6,1.7674418604651163,0.0,96.0,1.0,2.0,3.0,6.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Campus/Fair,10.0
3291,9.1,5.65934065934066,0.0,83.0,1.0,,,,3.0,11.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Agency,10.0
3292,11.5,1.4782608695652173,1.0,,,,,,2.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,2.0
3293,9.666666666666666,1.3275862068965518,1.0,,,2.0,6.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Referral,6.0
3294,7.9,1.1898734177215189,0.0,98.0,1.0,2.0,4.0,5.0,1.0,10.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Campus/Fair,10.0
3295,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Campus/Fair,0.0
3296,9.1,1.4175824175824177,0.0,83.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Campus/Fair,10.0
3297,0.0,0.0,1.0,,,,,,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,1.0
3298,5.6,1.9642857142857142,0.0,,,1.0,2.0,5.0,1.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Experienced Hire,Agency,10.0
3299,11.6,1.3706896551724137,0.0,107.0,1.0,1.0,3.0,6.0,2.0,8.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,10.0
3300,0.0,1.3333333333333333,1.0,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,0.0
3301,9.166666666666666,1.1272727272727272,1.0,19.0,2.0,,,,1.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,6.0
3302,3.125,5.32,1.0,53.0,1.0,1.0,3.0,6.0,2.0,7.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Agency,8.0
3303,1.6666666666666667,1.0,1.0,,,,,,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Referral,3.0
3304,3.0,1.0,1.0,,,,,,2.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,1.0
3305,3.625,2.1379310344827585,1.0,48.0,1.0,,,,2.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,8.0
3306,12.8,3.5,0.0,77.0,1.0,1.0,8.0,5.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Referral,10.0
3307,9.9,1.2323232323232323,0.0,89.0,1.0,,,,1.0,16.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,10.0
3308,8.7,1.7471264367816093,0.0,95.0,1.0,,,,2.0,11.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3309,15.0,1.2,1.0,,,,,,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,1.0
3310,7.333333333333333,1.9090909090909092,1.0,,,,,,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,3.0
3311,10.0,1.2,1.0,,,,,,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNIV,Inexperienced Hire,Other,1.0
3312,21.0,1.0476190476190477,1.0,,,,,,2.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,2.0
3313,13.0,1.1538461538461537,1.0,,,1.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Agency,1.0
3314,9.2,1.1304347826086956,0.0,,,,,,3.0,11.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,10.0
3315,4.0,1.0833333333333333,1.0,,,1.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,3.0
3316,8.0,1.375,1.0,,,,,,2.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,2.0
3317,0.0,0.0,1.0,,,,,,1.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Agency,0.0
3318,7.6,1.25,0.0,53.0,1.0,2.0,4.0,5.0,2.0,5.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Other,10.0
3319,5.0,1.42,0.0,,,,,,2.0,11.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,10.0
3320,7.3,1.6164383561643836,0.0,66.0,1.0,,,,2.0,11.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Experienced Hire,Other,10.0
3321,9.714285714285714,1.2647058823529411,1.0,,,,,,1.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,7.0
3322,0.0,0.0,1.0,,,,,,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,0.0
3323,1.25,2.4,1.0,,,,,,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,4.0
3324,1.0,2.0,1.0,,,,,,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNIV,Inexperienced Hire,Other,1.0
3325,3.9,1.4102564102564104,0.0,96.0,1.0,,,,1.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UNIV,Experienced Hire,Agency,10.0
3326,3.0,2.0,1.0,,,,,,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNIV,Inexperienced Hire,Agency,1.0
